Title,Content,WPML Language Code,E-mailadres voor contact,Logo,Banner,Provincies,Omvang,Slogan,Plaats(en),Locaties_primary,Locaties_location_label,Locaties_address,Locaties_postcode,Locaties_city,Locaties_phonenumber,Locaties_emailaddress,Locaties_kvk_number,Locaties_website_url,Tekst
Label A – the digital product agency,"Porsche, Greenwheels, Inshared/Achmea, EVBox, PACK by Brunel, Swapfiets, Nationale Nederlanden, HUUB en vele andere bedrijven hebben ervaren hoe wij waarde toevoegen met onze digitale producten.



Meer dan 70 digital natives creëren dagelijks vanuit onze kantoren in Rotterdam en Amsterdam impactvolle apps and platforms. Wij werken agile met een sterke focus op wat de meeste waarde oplevert voor onze klanten en hun eindgebruikers.



We zijn ervaren in mobility &amp; urbanisation, fintech, marktplaatsen en HR / recruitment. Onze mensen zijn op hun best in complexe omgevingen voorzien van veel gebruikers en transacties. Ons customer success team ondersteunt product owners op een plezierige en heldere wijze in het bereiken van hun doelstellingen. Hierdoor worden onze projecten efficiënt en op waarde gebaseerd afgerond.



Graag laten wij je zien hoe wij jouw bedrijf kunnen helpen.



Zie onze showreel op https://youtu.be/cFvB7eDD2Po",en,info@labela.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5cdd662497556b2fd87d92ad4284b2338231cb2b569da.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5cdd69a29bd5f3e56af55a792e1ec619dc78db4b53985.jpg,Noord-Holland|Zuid-Holland,50-99,,"Rotterdam, Amsterdam",0|0,Label A Rotterdam|Label A Amsterdam,Schiehavenkade 280|Max Euweplein 24,3024 EZ|1017 MB,Rotterdam|Amsterdam,|,info@labela.nl|info@labela.nl,24436380|24436380,https://labela.nl|https://labela.nl,
Gracious,"Wij zijn gracious, voorheen Gracious Studios. Wij hebben meer dan tien jaar ervaring in het creëren, bouwen en promoten van merken. We zijn digitale verhalenvertellers en bedenken, ontwerpen, bouwen en promoten klantervaringen met een human-centered benadering. Met voortdurende synergie tussen creativiteit en technologie zorgen wij ervoor dat verhalen worden vertaald in passende crossmediale toepassingen.",en,zakaria@graciousstudios.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5aba1375b6203dab4d747fd12721213d5a036d07fe083.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5aba2417b59ce0ef40bcfb1550352b11665a6fc61e2e3-scaled.jpg,,25-49,,,1|,Den Haag|Amsterdam,Laan van Waalhaven 460|Haarlemmerweg 319a,2497GR|1051LG,Den Haag|Amsterdam,0703903324|0703903324,info@gracious.nl|info@gracious.nl,|,https://gracious.nl|https://gracious.nl,
Partout digital native agency,"We are Partout. We open digital. Break through traditional role patterns between client and agency. Complement your team in an open partnership with the skills you need.

You interact directly with our specialists.



Depending on your challenge, you can pick and mix one or more of our independent teams. Work directly with Creation, Technology or Marketing. This is how we make every project manageable and keep the momentum going. Whether you have a strategic question, would like to launch an activation campaign quickly or you are looking for a partner for years. We open digital for you.



With the help of technology and creativity, we help your business move forward and make the world a little bit more beautiful.



<strong>OPEN DIGITAL</strong>

<strong>PARTOUT</strong>



<img class=""aligncenter size-full wp-image-5222"" src=""http://dutchdigitalagencies.com/wp-content/uploads/2020/12/Header_Partout_v2_1415x600.jpg"" alt="""" width=""1415"" height=""600"" />",en,rob@partout.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/591316f4df089393af5400cb838c63c9e863f09079f7f.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/12/Header_Partout_v1-schadow_1415x600-2.jpg,Noord-Brabant,1-9,we open digital,Eindhoven,,Eindhoven,Vonderweg 22,5616 RM,Eindhoven,31 (0)40 285 15 25,info@partout.nl,17074890,,
Zuiderlicht,"Zuiderlicht is een creative consultancy in Maastricht die zich met veel plezier uitleeft op het uitgebreide speelveld van branding. We werken vanuit de expertises digital, strategie & design thinking, communicatie, development & webtechnologie, branding, design en testen & optimaliseren. Hartje Maastricht werken ruim 20 professionals met plezier en energie aan alle aspecten van wat we de totale brand experience noemen. In onze soort zijn we het grootste en meest prijswinnende bureau van Limburg en behoren we tot de top 20 (designbureaus) van Nederland.

Met ons werk zorgen we voor zichtbaarheid, onderscheidendheid, betrokkenheid en enthousiasme. We bedenken niet alleen ideeën waardoor organisaties beter gaan presteren, we vertalen die ook in opvallende designs en communicerende middelen. We overzien het geheel van positionering en strategie tot en met complete uitvoering en monitoring maar werken ook projectmatig op onderdelen van de (online) branding, marketing en communicatie van organisaties. 

Bij het bijdragen aan het succes van onze opdrachtgevers staat bij Zuiderlicht altijd het belang van de eindgebruiker voorop. Wat we doen moet hem verder helpen, inspireren of in beweging zetten. Idealistisch als we zijn gaan we nog een stap verder en zetten we onze creatieve skills geregeld in om van onze regio, met en voor de mensen die hier wonen, een succes te maken.",en,peggy@zuiderlicht.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/z-logo-490x200px-wit-transparantkopie-5e819.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/zuiderlicht-ronde-tafel-bovenaanzicht-d069584e-5e7f2.jpg,,10-24,,,,Maastricht,"Kommel, 18",6211 NZ,MAASTRICHT,433253823,maud@zuiderlicht.nl,14625281,,
Redmatters,"Wij zijn Hartenrakers

De mens kiest vanuit het hart en maakt keuzes op basis van emotie. Merken en organisaties raken harten met Redmatters als creatieve partner. Zo maken we de wereld mooier.

Redmatters maakt merken, organisaties, producten en diensten succesvoller door ze te helpen zichzelf te zijn. Waar kom je vandaan, wat motiveert je en wat maakt je uniek ten opzichte van anderen?

We gaan terug naar het hart van je merk en ontwikkelen van daaruit strategie, creatieve concepten en middelen. Niet op eigen houtje, maar altijd samen met jou.",en,bert@redmatters.com,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5ba9fcf2d262c9b8143d9f00749940d890e9936259e5e.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/redmatters-5dcad.png,,10-24,,,|,Redmatters Amsterdam|Redmatters Amersfoort,Prinseneiland 12B|Oliemolenhof 104,1013 LR|3812 PB,Amsterdam|Amersfoort,0368481192|033 203 01 97,info@redmatters.com|info@redmatters.com,39092815|39092815,https://redmatters.com|https://redmatters.com,
Jungle Minds,"Unlike regular ‘consultants’, we don’t just talk about business impact, we actually make it.



Our ability to make is what enables us to explore new grounds and gather valuable new insights. By working in small teams that combine several areas of expertise we can listen, try and iterate. Making our strategic decisions based on real data and user needs, not the other way around.



&nbsp;

<div class=""PageHeader__IntroTitleWrapper-sc-1tv1njk-2 kTgzOf"">

<div class=""AnimatedScrollWrapper__Wrapper-i639us-0 ccHhIr"">

<div class=""AnimatedScrollWrapper__Children-i639us-1 cwLuzp"">

<h2 class=""PageHeader__IntroTitle-sc-1tv1njk-3 eIjJnx"">From strategy to reality</h2>

</div>

</div>

</div>

<div class=""AnimatedScrollWrapper__Wrapper-i639us-0 ccHhIr"">

<div class=""AnimatedScrollWrapper__Children-i639us-1 cwLuzp"">

<div class=""PageHeader__IntroCopy-sc-1tv1njk-4 jjvnue"">



We help companies innovate because a lot can get in the way of change.  It can be hard to see yourself from the outside. Strategy and vision are often left too generic or broad to be actionable. The direction might be clear, but the steps to achieve the vision are missing. And sometimes, it’s a simple matter of not finding momentum, capability or focus. Our proven method can help our clients overcome these factors.



</div>

</div>

</div>",en,info@jungleminds.nl,https://dutchdigitalagencies.com/wp-content/uploads/2022/06/JM-Lockup-Compact-White2-1.png,https://dutchdigitalagencies.com/wp-content/uploads/2022/06/262-LIJ-The-Jungle-Funkytown2-1.jpg,Noord-Holland,25-49,We think like a consultancy and create like an agency.,Amsterdam,1,De Groene Draeck,Grasweg 79,1031 HX,Amsterdam,205141414,info@jungleminds.nl,34342083,https://jungleminds.nl,
Essense,"Wij zijn een service design bureau met een team van 20+ designers dat zich specialiseert in ontwerpen van digitale diensten in de context van de totale klantbeleving over fysieke en digitale kanalen. We brengen daarbij eerste de totale context in kaart om vandaar uit kansen te identificeren om zo gericht relevante digitale diensten te kunnen ontwerpen. We willen graag voor langere termijn samenwerken met onze opdrachtgevers to lancering en de doorontwikkeling daarna. We betrekken eindgebruikers en opdrachtgevers altijd in het design proces (co-creatie) en geloven in een iteratieve en pragmatische aanpak.



Huur ons bijvoorbeeld in voor:

Design sprints, Agile UX design, Customer journey analyse, Value proposition design, co-creatie klantsessies en CX strategie.",en,Harald@essense.eu,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/59833ed82f998acfe629f7f458dae8241997683d6353b.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/59833c039053b036d88aac2fce29406ef91e297d4e33c.jpg,Noord-Holland,25-49,,,|,Amsterdam|Eindhoven,James Wattstraat 100|Lichttoren 32,1097DM|5611BJ,Amsterdam|Eindhoven,0207371881|207371881,contact@essense.eu|contact@essense.eu,|,|,
PAQT.com,"Digitaliseren voor iedereen mogelijk en vooral ook makkelijk maken - PAQT bewijst dat het kan. De techniek, hoe geavanceerd en complex ook, is inmiddels de uitdaging niet meer. Waar het om gaat is het in lijn brengen van mensen, processen en technologie. We doorgronden de uitdagingen en ambities van de business en voorzien in werkelijk alles wat er maar nodig is voor succes.



Cloud native software, mobiele apps of de integratie van systemen? Start je project vandaag nog online. Kies je ideale team. En hou continu feeling en controle.



Op het platform PAQT.com werk je als opdrachtgever direct en intensief samen met een betrokken team dat je begrijpt, meedenkt en voor jou door het vuur gaat. Het is de centrale plek voor alle acties en voor alle communicatie. Transparant, begrijpelijk en vooral: makkelijk.



Ga nu naar PAQT.com om je project direct te starten.

Of om als specialist onze teams te versterken.",en,robert.horsmans@paqt.com,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/PAQT-logo-olive.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5c88dc5223ebcaa61d57e8052499bfbfee5b12828f46f.png,Utrecht,50-99,Go digital. Create impact.,Utrecht,0,Hoofdkantoor PAQT.com,Europalaan 40,3526 KS,Utrecht,308200358,contact@paqt.com,60120185,https://paqt.com/,
NoProtocol,"NoProtocol is een ervaren ontwerp en development partner voor ambitieuze bureaus en A-merken. We maken innovatieve digitale producten en services waar een optimale user experience en nieuwe technologie samen komen. We zijn een team van meer dan 20 frisse denkers en doeners die liever laten zien dan uitleggen. Ons portfolio bestaat uit content platformen, campagnesites, e-commerce omgevingen en apps.",en,sander@noprotocol.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/596f205b386e5ec55f85aaaa12195c2488c3f9f4a2c6f.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5cc02cb6191dbcb685e813e6d2db3c5dc08f86de42094-scaled.jpg,,10-24,,,,,,,,,,,,
Lab Digital,"We are a leading tech agency

Passionately delivering best-in-class digital solutions

And sharing our methods with the world

Above all, we are a company with a human soul



Read more about <a href=""https://www.labdigital.nl/jobs/"">Working at Lab Digital</a>. Or read more about our <a href=""https://www.labdigital.nl/expertise/"">expertise</a>.",en,info@labdigital.nl,https://dutchdigitalagencies.com/wp-content/uploads/2023/05/labd-avatar-icon-2.jpg,https://dutchdigitalagencies.com/wp-content/uploads/2023/02/dda-cover-1-1.jpg,Utrecht,50-99,,Utrecht,,Lab Digital Office,Reykjavikstraat 1,3543 KH,Utrecht,+31 (0)85 060 3980,info@labdigital.nl,,https://labdigital.nl,
Think Yellow,"Vanuit de combinatie van strategie, design, technologie en relevante content maken wij merken met impact. Merken die de juiste snaar raken en de goede verhalen vertellen. Op alle brand touchpoints van de klantreis.



Technologie speelt in heel veel van die touchpoints een rol. Of het nu om het web gaat, een app, narrow casting of een animatie. Wij helpen onze opdrachtgevers in hun transformatie naar effectieve digitale communicatie met oog voor de waarde van traditionele kanalen.



Een hecht team van strategen, vormgevers, digitals, UX writers, online marketeers en videomakers helpen je succesvol te zijn in jouw business.



Wij werken o.a. voor:



Randstad, ING, CBRE, Airbus Defence and Space Netherlands, DAS, Nationale Nederlanden, PostNL, PBLQ, Port of Rotterdam, NHTV, OVG real estate, BAM, Gemeente Den Haag, VNG, CB en KPN",en,dennis.paauw@smidswater.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5a23cb30c3753729f00c59f8f4b9745af743276a816a7.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5a23cc09c516ec4ff35ec4b43cac89c6e1d2670edc79e.jpg,Zuid-Holland,25-49,,,||,Den Haag|Breda|Amsterdam,Grote Markt 22|Reduitlaan 25B|Olympisch Stadion 24-28,2511 BG|4812 DC|1076 DE,Den Haag|Breda|Amsterdam,088 76 24 010|088 76 24 010|088 76 24 010,info@thinkyellow.nl|info@thinkyellow.nl|info@thinkyellow.nl,||,||,
Oberon,"Wij zijn Oberon, een sterk team van developers en designers.

Wij maken online producten voor het web en als app

Ons doel: samen met onze klanten betere online producten ontwikkelen.",en,rdb@oberon.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5a27b0a418398ff64b1749b83adcf5dcd79534506b8cd.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5b28f1a2e9b7c62918c577701ee438d3185b9781913ac-scaled.jpg,Noord-Holland,50-99,,Amsterdam,,Hoofdkantoor,Barentszplein 7  ,1013 NJ ,Amsterdam,,contact@oberon.nl,34140409,https://oberon.nl,
Wirelab,"Wirelab is a digital agency with offices in Amsterdam and Enschede. Since 2008, we help brands attract, intrigue, and retain the right target group by means of captivating brand perception and a relevant customer experience.



We are made up of a young, creative, and close-knit team of specialists. We distinguish ourselves through enthusiasm, flexibility, and our relentless drive to achieve the very best results. Together, we work on solutions for leading brands such as Renault Benelux, Segway Europe, Grolsch, Vredestein, Renault Benelux, Tesa en KPN.",en,twan@wirelab.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5a3a9eb257b1f2d47327c840deae9e3510da99c8666cf.png,https://dutchdigitalagencies.com/wp-content/uploads/2022/08/YouTube-cover-2560x1440px.png,Noord-Holland|Overijssel,25-49,,"Enschede, Amsterdam",1|,The Mothership|The Flagship,Willem Wilminkplein 9|Herengracht 141,7511 PG |1015 BH,Enschede|Amsterdam,|,info@wirelab.nl|info@wirelab.nl,53969243|53969243,https://wirelab.nl|https://wirelab.nl,
